ticker,type,data_points,daily_return_fractal_dimension,daily_return_std_dev,daily_return_kurtosis,daily_return_ki_resonance_score,daily_return_fundamental_freq,volatility_fractal_dimension,volatility_std_dev,volatility_kurtosis,volatility_ki_resonance_score,volatility_fundamental_freq,normalized_volume_fractal_dimension,normalized_volume_std_dev,normalized_volume_kurtosis,normalized_volume_ki_resonance_score,normalized_volume_fundamental_freq
aadr.us,ETFs,1565,0.18043638764915648,0.012126332903088762,6.474632909787379,0.0,0.3663682864450128,0.36128123015142516,0.35300214557260506,24.925672960378048,0.0,0.0025559105431309905,0.38728654266300927,2.1442816189854295,46.928561747160295,0.0,0.04281150159744409
aaxj.us,ETFs,2325,0.26769055317331214,0.017335837613812157,15.383230521445409,0.7797329471022549,0.30808950086058523,0.6410154386670136,0.7787056629857402,1098.896015749512,0.0,0.0017204301075268817,0.4254440315283068,1.2715919214681162,75.25882890146507,0.0,0.005591397849462366
acim.us,ETFs,1232,0.1417618944364112,0.01108567808422474,8.519082998724404,0.0,0.49309504467912263,0.4448618932830708,0.9580164422821409,129.26468196367438,1.1701016332130767,0.008116883116883118,0.5304289706748889,2.9260443698392784,197.1436392501274,0.6642592796050008,0.008116883116883118
actx.us,ETFs,272,0.12039499975768798,0.014946093908030783,7.038951285916969,0.8384243341193819,0.2656826568265683,0.316600791615745,0.15644882693656412,130.819441627719,0.0,0.01838235294117647,0.26591443253679714,1.432317675458508,30.209656609841634,0.0,0.3088235294117647
acwf.us,ETFs,403,0.15334702309370554,0.011767167450722222,7.643842408227307,0.0,0.3880597014925373,0.3023547844133326,0.1557629717694277,59.43409780259296,0.0,0.009925558312655087,0.4951466295418492,3.7979390674356854,270.58960068321977,0.7937948567512378,0.012406947890818858
acwi.us,ETFs,2425,0.21179436818352843,0.013785160963055711,13.518552474080712,2.5993905015107543,0.1943069306930693,0.41311582633724747,0.42335548846735205,76.06045449101067,0.0,0.0012371134020618558,0.44347521287586195,1.3069286048030317,91.27174897285218,0.0,0.007835051546391752
acwv.us,ETFs,1491,0.19229833909667557,0.006310222439367865,6.179001159647823,0.0,0.3006711409395973,0.457791380050969,0.3892627527370646,258.1739898718432,0.830482979282931,0.007377598926894702,0.35842439295736983,1.7083833865555436,38.7261684412645,0.0,0.009389671361502348
acwx.us,ETFs,2424,0.2552666174465085,0.015303436415598252,14.300632434869645,3.6940547398418238,0.1943871234007429,0.5290640149575193,0.5405710315755528,278.50670555421704,0.0,0.0012376237623762376,0.37726246969183397,1.4261358247134404,40.445885164427935,0.0,0.007838283828382838
adra.us,ETFs,2986,0.3007609929656388,0.016099848759808376,13.095510969734082,0.0,0.35309882747068677,0.461652064920504,0.3629813483448738,70.47590941165033,0.0,0.0013395847287340924,0.697959830572876,1.9199910410737102,412.4686428346704,0.0,0.006028131279303415
adrd.us,ETFs,3186,0.1987616214466273,0.01471605761034393,16.40047993873706,0.0,0.2571428571428572,0.47698240787911284,0.24961146607738047,82.579313106174,0.5358779709690643,0.0031387319522912746,0.44601045822574714,1.4521759919842734,59.093158215107735,0.8969849392030677,0.0037664783427495295
adre.us,ETFs,3201,0.33487988456578066,0.018489215691220154,20.968809996875507,0.9198915321413474,0.318125,0.4468376432317041,0.4489099066141965,57.614300002027534,0.0,0.0012496094970321774,0.5957145326202937,1.1877868113521965,355.6666039636927,0.0,0.008747266479225241
